ID,MWE1,MWE2,Language,sentence_1,sentence_2,sim,alternative_1,alternative_2,sentence_previous,sentence_next,sentence_1_inferences
113907,fair play,None,EN,"It was because of my admiration for his talents and my confidence in his integrity that I consented to deliver a message for him.""","It was because of my admiration for his talents and my confidence in his fair play that I consented to deliver a message for him.""",1,empty,empty,None,"Kalora squirmed in her pillows, and turned eagerly to face Popova.","['to listen to me', 'to be a good citizen', 'to be heard', 'to help', 'to be heard', 'to express his opinion', 'proud', 'helpful', 'smiles', 'thinks', 'proud', 'intrigued']"
1173023,blue blood,None,EN,"Bonaparte came of a noble family, Murat was the son of an innkeeper.","Bonaparte came of a blue blood family, Murat was the son of an innkeeper.",1,empty,empty,"The matter, in fact, required thinking over.",The alliance at such a moment might have great significance.,"['to have a family', 'to go to the city', 'to have a good life', 'to be successful', 'to have a good life', 'to be a good son', 'happy', 'like a good father', 'becomes rich', 'personx gets a raise', 'lucky', 'a noble']"
274934,blue blood,None,EN,"Thinking thus, it is no wonder that he places his book under as blue blood patronage as possible.","Thinking thus, it is no wonder that he places his book under as azure lifeblood patronage as possible.",None,"Thinking thus, it is no wonder that he places his book under as noble patronage as possible.","Thinking thus, it is no wonder that he places his book under as azure lifeblood patronage as possible.",None,None,"['to read', 'to find out where the book is', 'to read', 'to be a good citizen', 'to read', 'to find out the truth', 'happy', 'like a hero', 'thinks', 'makes a mistake', 'curious', 'dumb']"
811580,grandfather clock,None,EN,"So Dot kissed him many times, lingering until after the grandfather clock struck ten, when Hal said,-- ""My birdie's eyes will be heavy to-morrow.""","So Dot kissed him many times, lingering until after the granddad clock struck ten, when Hal said,-- ""My birdie's eyes will be heavy to-morrow.""",None,"So Dot kissed him many times, lingering until after the clock struck ten, when Hal said,-- ""My birdie's eyes will be heavy to-morrow.""","So Dot kissed him many times, lingering until after the granddad clock struck ten, when Hal said,-- ""My birdie's eyes will be heavy to-morrow.""","""It is best, my darling.""",Granny was worse the next day.,"['to find a birdie', 'to be a birdie', 'to have a good time', 'to be with his birdie', 'to kiss again', 'to kiss back', 'happy', 'good', 'smiles', 'goes to bed', 'happy', 'annoyed']"
334813,small fry,None,EN,"In reality, however, this apparently insignificant circumstance is astrologically connected with the issue of the contest.","In reality, however, this apparently small fry circumstance is astrologically connected with the issue of the contest.",1,empty,empty,None,None,"['to know the subject', 'to find out what the problem is', 'to know the truth', 'to know', 'to know the truth', 'to find out', 'happy', 'sad', 'personx gets a headache', 'goes to church', 'curious', 'inferior']"
495734,blue blood,None,EN,"The hostess was all ears, struck by the respectful manner in which this very evidently blue blood lady addressed a Fool.","The hostess was all ears, struck by the respectful manner in which this very evidently azure lifeblood lady addressed a Fool.",None,"The hostess was all ears, struck by the respectful manner in which this very evidently noble lady addressed a Fool.","The hostess was all ears, struck by the respectful manner in which this very evidently azure lifeblood lady addressed a Fool.","Yet if you could—” She paused, timid of proceeding, and her glance fell.",I opened the door for her.,"['to know the truth', 'to know how to approach a woman', 'to be heard', 'to show off', 'to be heard', 'to show off', 'satisfied', 'embarrassed', 'blushes', 'personx gets dirty', 'curious', 'dumb']"
752882,role model,None,EN,"[Side-note: All the real virtue that there is, is communicated by special role model from the Gods.]","[Side-note: All the real virtue that there is, is communicated by special function example from the Gods.]",None,"[Side-note: All the real virtue that there is, is communicated by special inspiration from the Gods.]","[Side-note: All the real virtue that there is, is communicated by special function example from the Gods.]",None,"And thus (concludes Sokrates) the answer to the question originally started by Menon--""Whether virtue is teachable?""","['to be a good person', 'to be a good citizen', 'to be a good person', 'to succeed', 'to be successful', 'to succeed', 'happy', 'successful', 'becomes famous', 'personx gets a new job', 'proud', 'selfish']"
1036435,heavy cross,None,EN,"I know I'm adding another burden to you, but----"" ""Yes, it's terrible.","I know I'm adding another heavy cross to you, but----"" ""Yes, it's terrible.",1,empty,empty,And it seemed so dreadful to leave her with that father.,I know she'll ruin us; big strapping creature like that.,"['to make a mistake', 'to be in a bad situation', 'to make me feel better', 'to avoid me', 'to help me', 'to get away', 'bad', 'depressed', 'gets hurt', 'bleeds', 'bad', 'sad']"
365788,heavy cross,None,EN,"The _fugitives_ and _auxiliaries_ complained, that they who had borne the heavy cross were neglected in the season of victory ""Alas!""","The _fugitives_ and _auxiliaries_ complained, that they who had borne the weighty cross were neglected in the season of victory ""Alas!""",None,"The _fugitives_ and _auxiliaries_ complained, that they who had borne the burden were neglected in the season of victory ""Alas!""","The _fugitives_ and _auxiliaries_ complained, that they who had borne the weighty cross were neglected in the season of victory ""Alas!""",None,"replied their artful leader, ""suffer me to conciliate these recent enemies, these doubtful proselytes, by the gift of some perishable goods.","['to make a mistake', 'to be a good citizen', 'to win', 'to win the war', 'to be heard', 'to show off their skills', 'satisfied', 'annoyed', 'personx cries', 'wins', 'defeated', 'unsuccessful']"
794776,memory lane,None,EN,"But, George, to think of the bad memory lane while your arm is round me here makes the present more precious.'","But, George, to think of the bad retention lane while your arm is round me here makes the present more precious.'",None,"But, George, to think of the bad past while your arm is round me here makes the present more precious.'","But, George, to think of the bad retention lane while your arm is round me here makes the present more precious.'",Cannot we forget all the bad past?',The past is nothing to me now!,"['to think of the bad memory', 'to think of something else', 'to forget', 'to make me feel better', 'to remember', 'to forget something', 'happy', 'proud', 'thinks', 'personx regrets their decision', 'lucky', 'prepared']"
669797,brass ring,None,EN,"The prize became 'silver goblets' in 1850, and the first winners of them were Justice Sir Joseph Chitty and Dr. Hornby, provost of Eton.","The brass ring became 'silver goblets' in 1850, and the first winners of them were Justice Sir Joseph Chitty and Dr. Hornby, provost of Eton.",1,empty,empty,None,The Ladies' Plate was called the 'New' Cup when it appeared in 1845.,"['to win the lottery', 'to go to the market', 'to win', 'to enjoy', 'to win the lottery', 'to win the competition', 'accomplished', 'wealthy', 'smiles', 'personx gets a prize', 'proud', 'smart']"
217997,small fry,None,EN,"Now this seems to be insignificant and should be accounted among the least of evils, as the Philosopher declares (Ethic.","Now this seems to be small fry and should be accounted among the least of evils, as the Philosopher declares (Ethic.",1,empty,empty,"2: Further, he who does an injustice in a small matter, departs but slightly from the mean.",Therefore not everyone that does an injustice sins mortally.,"['to know the truth', 'to know what is good', 'to know the truth', 'to be a good citizen', 'to be right', 'to not be evil', 'satisfied', 'sad', 'is ignored', 'personx is ignored', 'unintelligent', 'infatuated']"
830844,heavy cross,None,EN,Give a child a name already illustrious and the chances are also fair that the heavy cross will prove its ruin.,Give a child a name already illustrious and the chances are also fair that the weighty cross will prove its ruin.,None,Give a child a name already illustrious and the chances are also fair that the burden will prove its ruin.,Give a child a name already illustrious and the chances are also fair that the weighty cross will prove its ruin.,Give a child a silly or ridiculous name and the chances are that the child's character will correspond with that name.,None,"['to find a name', 'to be a good person', 'to make a difference', 'to succeed', 'to make a difference', 'to have a name', 'happy', 'like a good son', 'smiles', 'becomes famous', 'lucky', 'successful']"
516783,grandfather clock,None,EN,"Meanwhile Evan watched the illuminated clock with which the proprietor thoughtfully provided his patrons, and made his calculations.","Meanwhile Evan watched the illuminated grandfather clock with which the proprietor thoughtfully provided his patrons, and made his calculations.",1,empty,empty,None,He had to figure closely.,"['to go to the store', 'to go to the kitchen', 'to know the time', 'to know what time it is', 'to make a profit', 'to find out what time it is', 'happy', 'like a good citizen', 'thinks', 'goes to sleep', 'interested', 'intrigued']"
571816,grandfather clock,None,EN,The arc light illumined fully the great town grandfather clock in the cupola of the courthouse.,The arc light illumined fully the great town granddad clock in the cupola of the courthouse.,None,The arc light illumined fully the great town clock in the cupola of the courthouse.,The arc light illumined fully the great town granddad clock in the cupola of the courthouse.,"My professional hours""--and he turned away and walked slowly up the stairs to his own office, intent upon the purpose already prominent in his mind.","The hands pointed to a quarter of one, after midnight.","['to go to the courthouse', 'turn on the clock', 'to remember', 'to watch the clock', 'to see the clock', 'to go home', 'happy', 'glad', 'smiles', 'personx gets caught', 'lucky', 'smart']"
894235,grass root,None,EN,"I should like to see ordinary people capable of perceiving what is good art, and not so wholly at the mercy of conventional and melodramatic art.","I should like to see grass root capable of perceiving what is good art, and not so wholly at the mercy of conventional and melodramatic art.",1,empty,empty,Of course I should like to raise the standard.,But Herries does not care twopence about that.,"['to learn about art', 'to know how to do art', 'to learn more', 'to be successful', 'to learn more', 'to show off their talents', 'happy', 'stupid', 'thinks about art', 'learns something new', 'artistic', 'daring']"
710296,brass ring,None,EN,"My young gentleman might snarl and show his teeth, but the brass ring had escaped him.","My young gentleman might snarl and show his teeth, but the metal ring had escaped him.",None,"My young gentleman might snarl and show his teeth, but the prize had escaped him.","My young gentleman might snarl and show his teeth, but the metal ring had escaped him.",None,None,"['to find the ring', 'to find the brass ring', 'to show off his teeth', 'to have fun', 'to show off his teeth', 'to have a conversation', 'satisfied', 'angry', 'blushes', 'personx blushes', 'lucky', 'silly']"
781862,blue blood,None,EN,Many men of wealth and of blue blood birth on the continent have had large collections of books printed in English.,Many men of wealth and of azure lifeblood birth on the continent have had large collections of books printed in English.,None,Many men of wealth and of noble birth on the continent have had large collections of books printed in English.,Many men of wealth and of azure lifeblood birth on the continent have had large collections of books printed in English.,"French, I'd say, from the form of the 'L' and the type of gargoyle.",This little book with the gargoyle on the inside of its cover is a hundred years old.,"['to read books', 'to learn about books', 'to learn more', 'to learn a new language', 'to learn more', 'read', 'accomplished', 'like a failure', 'writes', 'read', 'literate', 'daring']"
626310,grandfather clock,None,EN,"The very grandfather clock was silent, for it had not been wound up on Saturday night; it had always been Martin's task to see to that.","The very granddad clock was silent, for it had not been wound up on Saturday night; it had always been Martin's task to see to that.",None,"The very clock was silent, for it had not been wound up on Saturday night; it had always been Martin's task to see to that.","The very granddad clock was silent, for it had not been wound up on Saturday night; it had always been Martin's task to see to that.","Katy found, after sitting there some minutes, that her uncle could not speak.","She went up to the old man, kissed him, and wished him good-bye.","['to have a clock', 'to find out what time it is', 'to see', 'to see to the past', 'to go to bed', 'to find out what time it is', 'happy', 'lucky', 'goes to sleep', 'looks at the clock', 'lazy', 'smart']"
1100084,role model,None,EN,"He appears as the pupil of Ravaisson, whose initial role model is apparent in his whole work, especially in his treatment of freedom.","He appears as the pupil of Ravaisson, whose initial function example is apparent in his whole work, especially in his treatment of freedom.",None,"He appears as the pupil of Ravaisson, whose initial inspiration is apparent in his whole work, especially in his treatment of freedom.","He appears as the pupil of Ravaisson, whose initial function example is apparent in his whole work, especially in his treatment of freedom.",By his concentrated analysis of the problem of induction he brought out the significance of efficient and final causes respectively.,None,"['to be a teacher', 'to know how to do something', 'to show off', 'to be heard', 'to make a difference', 'to be a good person', 'proud', 'pleased', 'personx gets into trouble', 'personx gets a promotion', 'patriotic', 'unintelligent']"
440339,baby blues,None,EN,"At length, in the shade of her hair, the blue eyes of Nycteris began to come to themselves a little, and the first thing they saw was a comfort.","At length, in the shade of her hair, the baby blues of Nycteris began to come to themselves a little, and the first thing they saw was a comfort.",1,empty,empty,"But no creature hurt her, and Watho was angry with the whole creation.",None,"['to go to the park', 'to go to the doctor', 'to be loved', 'to feel loved', 'to see the world', 'to look at themselves', 'happy', 'like a good friend', 'blushes', 'looks down', 'happy', 'lonely']"
15607,baby blues,None,EN,"I was almost sure that the one with the blue eyes and bright hair was Archie's and so I called aloud, 'Betsey McPherson, are you there?'","I was almost sure that the one with the baby blues and bright hair was Archie's and so I called aloud, 'Betsey McPherson, are you there?'",1,empty,empty,"But I was anxious to see the child, and one morning I sat on a bench on the Marine Terrace watching a group of children playing near me.","""Instantly she came to me, and folding her hands in my lap, looked up at me with her wondering eyes and said: ""'I am Bessie McPherson, not Betsey.'","['to call me', 'to go to the party', 'to be heard', 'to meet someone', 'to find out the truth', 'to find out what the truth is', 'happy', 'stupid', 'blushes', 'goes to the doctor', 'confused', 'silly']"
656661,baby blues,None,EN,Lady Norah's blue eyes looked at him serenely from beneath black lashes of noticeable length--at any rate Lynborough noticed their length.,Lady Norah's baby blues looked at him serenely from beneath black lashes of noticeable length--at any rate Lynborough noticed their length.,1,empty,empty,Now a young woman in a white frock leant her elbows comfortably on its top rail and rested her pretty chin upon her hands.,Lynborough walked up to the gate.,"['to look at him', 'to see something', 'to be noticed', 'to not be noticed', 'to look at him', 'to show off their new look', 'happy', 'like a good friend', 'blushes', 'looks down at person x', 'lucky', 'daring']"
527768,grandfather clock,None,EN,The string simply raised the lifting piece and let the grandfather clock strike as the hands would do when they came to the hour.,The string simply raised the lifting piece and let the granddad clock strike as the hands would do when they came to the hour.,None,The string simply raised the lifting piece and let the clock strike as the hands would do when they came to the hour.,The string simply raised the lifting piece and let the granddad clock strike as the hands would do when they came to the hour.,"Repeating clocks, which sounded the hours when a string was pulled, were once popular.",None,"['to lift the string', 'to find the time', 'to have a good time', 'to be a good father', 'to take a break', 'to show off their skills', 'accomplished', 'prepared', 'sweats', 'personx is tired', 'responsible', 'giving']"
276009,blue blood,None,EN,It was a touching spectacle to see how the crowd of miserable women and children surrounded the noble lady in her costly garments.,It was a touching spectacle to see how the crowd of miserable women and children surrounded the blue blood lady in her costly garments.,1,empty,empty,The proud lady appeared herself to see that her will was executed.,"The sight of so much misery would have moved many a cold heart, but Richberta showed no pity.","['to go to the market', 'to buy a ticket', 'to show off', 'to be loved', 'to have a good time', 'to show off their new clothes', 'happy', 'victorious', 'smiles', 'personx gets dirty', 'happy', 'ambitious']"
876371,fair play,None,EN,"That he remained on good, even on intimate terms, with both men, is strong testimony to his integrity of character.","That he remained on good, even on intimate terms, with both men, is strong testimony to his fair play of character.",1,empty,empty,None,"More than once, in later years, he allayed the storms that Gregory was raising; he defended Henry IV.","['to be a good person', 'to meet someone', 'to be a good person', 'to show off', 'to be a good person', 'to be a good citizen', 'satisfied', 'like a good man', 'personx is respected', 'goes to jail', 'proud', 'relieved']"
134270,fair play,None,EN,He believed the maintenance of the Union to be dependent upon the fair play of his party.,He believed the maintenance of the Union to be dependent upon the equal game of his party.,None,He believed the maintenance of the Union to be dependent upon the integrity of his party.,He believed the maintenance of the Union to be dependent upon the equal game of his party.,"Paradoxical as it may seem, his partisanship was dictated by a profound patriotism.",So thinking and feeling he entered upon the most memorable controversy of his career.,"['to have a party', 'to hear about the event', 'to have fun', 'to entertain', 'to celebrate', 'to show off', 'happy', 'content', 'personx gets into trouble', 'plays', 'interested', 'entertaining']"
493035,small fry,None,EN,"Terry Creek flowed out of the mountains four miles north of San Mateo, an insignificant stream entering the Burntwood halfway down to Bowenville.","Terry Creek flowed out of the mountains four miles north of San Mateo, an small fry stream entering the Burntwood halfway down to Bowenville.",1,empty,empty,"What he willed, she dumbly did.","The Johnson ranch house was a mile up the canyon, where the rocky walls expanded into a grassy park of no great area.","['to go to the river', 'to buy a car', 'to enjoy', 'to be alone', 'to go home', 'to swim in the river', 'content', 'stupid', 'personx gets lost', 'goes to jail', 'lucky', 'lonely']"
1135643,elbow room,None,EN,"A space of ground was measured off on the open plain in front of the city walls, and in the center were erected altars of turf.","A elbow room of ground was measured off on the open plain in front of the city walls, and in the center were erected altars of turf.",1,empty,empty,"He therefore gladly accepted the challenge, and early next morning preparations were made for the combat.",None,"['to go to the city', 'to find a place to hide', 'to show off', 'to be a hero', 'to see the world', 'to go to the top of the hill', 'accomplished', 'determined', 'sweats', 'gets arrested', 'curious', 'athletic']"
493309,melting pot,None,EN,"In the young girl love is a mixture of exalted admiration for masculine courage and grandeur, and an ardent desire for affection and maternity.","In the young girl love is a melting pot of exalted admiration for masculine courage and grandeur, and an ardent desire for affection and maternity.",1,empty,empty,"I again emphasize the fact that in normal women, especially young girls, the sexual appetite is subordinate to love.","She wishes to be outwardly dominated by a man, but to dominate him by her heart.","['to be a girl', 'to make a decision', 'to be loved', 'to succeed', 'to be loved', 'to become a better person', 'proud', 'like a good person', 'personx is admired', 'personx gets a gift', 'proud', 'determined']"
54692,heavy cross,None,EN,The heavy cross of sin and of suffering that rested on the common mass excited at least a vague yearning for deliverance.,The weighty cross of sin and of suffering that rested on the common mass excited at least a vague yearning for deliverance.,None,The burden of sin and of suffering that rested on the common mass excited at least a vague yearning for deliverance.,The weighty cross of sin and of suffering that rested on the common mass excited at least a vague yearning for deliverance.,"They longed for a goal on which their aspirations might center, and to which their exertions might tend.","The Roman Empire, with all its treasures and its glory, failed to satisfy the hearts of men.","['to go to church', 'to go to the store', 'to be saved', 'to have a good life', 'to go to heaven', 'to be saved', 'satisfied', 'lucky', 'personx cries', 'personx gets a new job', 'satisfied', 'lonely']"
1011229,heavy cross,None,EN,"It is the burden of song and of prophecy--greed and scramble for power, the cause of continual dissension.","It is the heavy cross of song and of prophecy--greed and scramble for power, the cause of continual dissension.",1,empty,empty,"All through the Old Testament the same story is repeated--sensuality, cruelty, and crime; and rebellion against the established laws.",None,"['to make a mistake', 'to find a way to make a difference', 'power', 'to be a good leader', 'to make a difference', 'to find out the truth', 'satisfied', 'determined', 'goes to jail', 'personx is arrested', 'stupid', 'determined']"
132786,blue blood,None,EN,"""Why, blue blood sir,"" cried the host, ""I scarce have spent the value of one.""","""Why, azure lifeblood sir,"" cried the host, ""I scarce have spent the value of one.""",None,"""Why, noble sir,"" cried the host, ""I scarce have spent the value of one.""","""Why, azure lifeblood sir,"" cried the host, ""I scarce have spent the value of one.""","""Take then the seven horses and the suits of armour,"" said Geraint.","""The richer thou,"" answered Geraint.","['money', 'to buy a ticket', 'to be rich', 'to help', 'to spend money', 'to spend time with someone', 'happy', 'sad', 'personx cries', 'goes broke', 'lucky', 'determined']"
1139124,big picture,None,EN,He thereupon put the big picture before her just as it had been suggested in Droom's ironical remark.,He thereupon put the large picture before her just as it had been suggested in Droom's ironical remark.,None,He thereupon put the whole situation before her just as it had been suggested in Droom's ironical remark.,He thereupon put the large picture before her just as it had been suggested in Droom's ironical remark.,Jane had heard the news the night before.,None,"['to read', 'to make a plan', 'to show off', 'to make a difference', 'to show off', 'to see the picture', 'accomplished', 'like a good man', 'smiles', 'goes to bed', 'curious', 'daring']"
748116,melting pot,None,EN,"Neither Intelligence nor Pleasure separately, is the Good, but a melting pot of the two--Intelligence being the most important.","Neither Intelligence nor Pleasure separately, is the Good, but a unfrozen pot of the two--Intelligence being the most important.",None,"Neither Intelligence nor Pleasure separately, is the Good, but a mixture of the two--Intelligence being the most important.","Neither Intelligence nor Pleasure separately, is the Good, but a unfrozen pot of the two--Intelligence being the most important.","[Footnote 74: Plato, Philêbus, p.",How are they to be mixed?],"['to know the truth', 'to learn how to do something', 'to learn more', 'to have a good life', 'to learn more', 'to learn more about the world', 'happy', 'lucky', 'becomes smarter', 'learns more', 'intelligent', 'curious']"
220224,blue blood,None,EN,"Gregory, his name; his origin from an ancient blue blood family, whose genealogy could be traced back to the days of the early Cæsars.","Gregory, his name; his origin from an ancient azure lifeblood family, whose genealogy could be traced back to the days of the early Cæsars.",None,"Gregory, his name; his origin from an ancient noble family, whose genealogy could be traced back to the days of the early Cæsars.","Gregory, his name; his origin from an ancient azure lifeblood family, whose genealogy could be traced back to the days of the early Cæsars.",None,None,"['to have ancestors', 'to know about the family', 'to learn more', 'to learn more about his ancestors', 'to learn more', 'to learn more about history', 'proud', 'like a failure', 'blushes', 'thinks about his family', 'curious', 'daring']"
702412,role model,None,EN,But presently role model came to his aid.,But presently function example came to his aid.,None,But presently inspiration came to his aid.,But presently function example came to his aid.,None,There was an ancient woman still living at more than a hundred years; surely she would know the answer to some of these curious questions.,"['to find a role model', 'to go to the party', 'to show off', 'to show his skills', 'to show off his skills', 'to give advice', 'helpful', 'successful', 'becomes famous', 'personx gets a job', 'helpful', 'giving']"
408371,melting pot,None,EN,"In the latter, an edifice of brick with terra-cotta enrichments, the windows were Gothic in outline--an unusual mixture of styles, even in Italy.","In the latter, an edifice of brick with terra-cotta enrichments, the windows were Gothic in outline--an unusual melting pot of styles, even in Italy.",1,empty,empty,None,None,"['to go to the museum', 'to go to the art museum', 'to be unique', 'to have a good time', 'to decorate', 'to buy a house', 'accomplished', 'loved', 'smiles', 'looks at the wall', 'creepy', 'unoriginal']"
951792,front runner,None,EN,"Copper was too yielding to be available for objects in current use; bronze, therefore, was the front runner metal of the Egyptians.","Copper was too yielding to be available for objects in current use; bronze, therefore, was the forepart runner metal of the Egyptians.",None,"Copper was too yielding to be available for objects in current use; bronze, therefore, was the favourite metal of the Egyptians.","Copper was too yielding to be available for objects in current use; bronze, therefore, was the forepart runner metal of the Egyptians.","Also small statuettes of gods were occasionally made in this metal, especially those of Osiris and Anubis.",None,"['to go to the market', 'to find a silver coin', 'to be the best', 'to compete', 'to win', 'to learn more about bronze', 'satisfied', 'prepared', 'gets rejected', 'wins', 'lucky', 'curious']"
147918,role model,None,EN,She describes her conversion as if it had taken its rise in a sudden role model from Heaven.,She describes her conversion as if it had taken its rise in a sudden function example from Heaven.,None,She describes her conversion as if it had taken its rise in a sudden inspiration from Heaven.,She describes her conversion as if it had taken its rise in a sudden function example from Heaven.,Mademoiselle Gautier does not so much as hint at the influence which the loss of her lover had in disposing her mind to reflect on serious subjects.,Even the name of Quinault Dufresne is not once mentioned from one end of her narrative to the other.,"['to be a convert', 'to learn how to do it', 'to be a better person', 'to succeed', 'to make a difference', 'to make a change', 'proud', 'like a failure', 'personx gets a new job', 'personx gets a job', 'proud', 'caring']"
1107612,grandfather clock,None,EN,The grandfather clock must fit closely into the opening.,The granddad clock must fit closely into the opening.,None,The clock must fit closely into the opening.,The granddad clock must fit closely into the opening.,"If you happen to have a fret-saw or suitable tools, you can make it of hard-wood.",16 very easy to do.,"['to buy a clock', 'to have a clock', 'to show off', 'to not be late', 'to open the clock', 'to make sure the clock is in place', 'happy', 'like a grandfather', 'goes to sleep', 'loses money', 'lazy', 'happy']"
1025784,brass ring,None,EN,"And then she repeated after him solemnly, word for word, ""The brass ring Jersey cow, or the red auto he was always getting arrested for speeding.","And then she repeated after him solemnly, word for word, ""The metal ring Jersey cow, or the red auto he was always getting arrested for speeding.",None,"And then she repeated after him solemnly, word for word, ""The prize Jersey cow, or the red auto he was always getting arrested for speeding.","And then she repeated after him solemnly, word for word, ""The metal ring Jersey cow, or the red auto he was always getting arrested for speeding.","Do it again, father, and slowly.""",Doris hung up the receiver and sat down on the floor.,"['to have a car', 'to find a car', 'to be heard', 'to make a mistake', 'to be heard', 'to get away from him', 'happy', 'angry', 'gets arrested', 'punished', 'reckless', 'bad']"
55295,melting pot,None,EN,"Thus it comes about that you find a mixture of homeliness, comfort, and solidity of fortune, rarely the case in England.","Thus it comes about that you find a melting pot of homeliness, comfort, and solidity of fortune, rarely the case in England.",1,empty,empty,"Toil is not regarded as a degradation, and the hateful word ""gentility"" is not found in their vocabulary.",None,"['to find a place to live', 'to know how to do it', 'to have a good time', 'to be a good person', 'to have a good time', 'to find something to do', 'happy', 'stupid', 'loses money', 'personx is alone', 'lucky', 'bored']"
1054813,head hunter,None,EN,A widespread German superstition is that if an old woman crosses the path of a hunter he will get nothing.,A widespread German superstition is that if an old woman crosses the path of a head hunter he will get nothing.,1,empty,empty,"They often become careless of looks, the hand is claw-like, etc.",They are ominous for marriages and some neurotics cannot look at them.,"['to see a deer', 'to find a way to cross the path', 'to be a hunter', 'to not be alone', 'to get away', 'to get rid of the old woman', 'happy', 'satiated', 'gets bitten by a deer', 'personx gets a deer', 'cowardly', 'unlucky']"
304056,grandfather clock,None,EN,"A French grandfather clock in the library struck two, and the young gentleman proposed to his visitor to walk into the house.","A French granddad clock in the library struck two, and the young gentleman proposed to his visitor to walk into the house.",None,"A French clock in the library struck two, and the young gentleman proposed to his visitor to walk into the house.","A French granddad clock in the library struck two, and the young gentleman proposed to his visitor to walk into the house.",And I have another association with such a mode of life.',None,"['to open the door', 'to find the old clock', 'to have a conversation', 'to see the world', 'to see the clock', 'to leave the library', 'happy', 'happy .', 'smiles', 'personx sweats from nervousness', 'interested', 'romantic']"
648922,memory lane,None,EN,"There is great reason to be proud of our achievements, and yet no reason to think that we cannot excel our memory lane (applause).","There is great reason to be proud of our achievements, and yet no reason to think that we cannot excel our retention lane (applause).",None,"There is great reason to be proud of our achievements, and yet no reason to think that we cannot excel our past (applause).","There is great reason to be proud of our achievements, and yet no reason to think that we cannot excel our retention lane (applause).",It is recognized throughout the world that that is his type.,"Through a practically unrestrained individualism, we have reached a pitch of literally unexampled material prosperity.","['to study hard', 'to have a good time', 'to be successful', 'to forget', 'to learn more', 'to be the best', 'proud', 'like a failure', 'smiles', 'wins the race', 'proud', 'daring']"
739800,blue blood,None,EN,"""Some time since I had a fair offer to make to your blue blood father--touching yourself--that is, if you are Alan de Govet.","""Some time since I had a fair offer to make to your azure lifeblood father--touching yourself--that is, if you are Alan de Govet.",None,"""Some time since I had a fair offer to make to your noble father--touching yourself--that is, if you are Alan de Govet.","""Some time since I had a fair offer to make to your azure lifeblood father--touching yourself--that is, if you are Alan de Govet.","""Well, what would you with me?""","I have as yet had no answer.""","['to make a offer', 'to apply for the offer', 'to be loved', 'to make me feel better', 'to make a deal', 'to go to the party', 'happy', 'like a good friend', 'personx gets a raise', 'personx sweats from nervousness', 'lucky', 'satisfied']"
1078640,front runner,None,EN,"For presently the old Plains were back again, and over them rushed the wild winds in their front runner ancient game.","For presently the old Plains were back again, and over them rushed the wild winds in their forepart runner ancient game.",None,"For presently the old Plains were back again, and over them rushed the wild winds in their favourite ancient game.","For presently the old Plains were back again, and over them rushed the wild winds in their forepart runner ancient game.","All the elements were over-ridden by a voice which said, ""I shall have back my own!""",Once the winds pelted the slant snow through the interstices of the grasses upon the furry back of the cowering coyote.,"['to go to the old game', 'to go to the old plains', 'to win the game', 'to show off', 'to go home', 'to go to the beach', 'happy', 'sad', 'sweats', ""get 's it over with"", 'lucky', 'wondering']"
790617,number crunching,None,EN,"Nor can any accurate calculations be based on the markings of the anemometer, an instrument which I, nevertheless, carried.","Nor can any accurate number crunching be based on the markings of the anemometer, an instrument which I, nevertheless, carried.",1,empty,empty,None,Out of simple curiosity I made note of its readings on several occasions during my trip of 12th February 1902.,"['to buy an instrument', 'to know how to use it', 'to know the truth', 'to find out', 'to learn more', 'to go to the store', 'accomplished', 'dumb', 'thinks', 'personx gets into trouble', 'stupid', 'lucky']"
200695,role model,None,EN,"Personal feeling is clearly the inspiration of every work of Duez, not the demonstration of a theory of treating light and atmosphere.","Personal feeling is clearly the role model of every work of Duez, not the demonstration of a theory of treating light and atmosphere.",1,empty,empty,None,"The same may be said of Roll at his best, as in his superb rendering of what may be called the modern painter's conception of the myth of Europa.","['to work hard', 'to know about the subject', 'to make a difference', 'to make people happy', 'to make a difference', 'to show off their work', 'inspired', 'like a failure', 'makes a mistake', 'personx gets a good job', 'inspired', 'lucky']"
1128436,glass ceiling,None,EN,She was afraid the slight misunderstanding might grow into a glass ceiling that it would be extremely difficult to break down later on.,She was afraid the slight misunderstanding might grow into a mirror ceiling that it would be extremely difficult to break down later on.,None,She was afraid the slight misunderstanding might grow into a barrier that it would be extremely difficult to break down later on.,She was afraid the slight misunderstanding might grow into a mirror ceiling that it would be extremely difficult to break down later on.,Hal saw it and was troubled.,"However, she could only watch anxiously at present, and try in small ways to smooth out the growing difficulty.","['to make a mistake', 'to have a problem with someone', 'to break down', 'to make sure they understand', 'to apologize', 'to make a new friend', 'relieved', 'stupid', 'personx gets into trouble', 'learns something new', 'scared', 'unintelligent']"
821967,grandfather clock,None,EN,"In the momentary pause that followed, the clock of San Vicente tolled the midnight hour.","In the momentary pause that followed, the grandfather clock of San Vicente tolled the midnight hour.",1,empty,empty,"Gonsalvo sank into a seat, half mechanically, half from an instinct that led him to spare the strength he would need so sorely by-and-by.","""Yes,"" replied Gonsalvo steadily; ""I mean murder--as the shepherd does who strangles the wolf with his paw on the lamb.""","['to have a clock', 'to be in the mood', 'to have a good time', 'to finish his work', 'to go to bed', 'to get out of bed', 'accomplished', 'like a winner', 'waits', 'goes home', 'exhausted', 'bored']"
