ID,MWE1,MWE2,Language,sentence_1,sentence_2,sentence_previous,sentence_next,sim,alternative_1,alternative_2
360851,role model,None,EN,"to learn about it,to learn about the inspiration,to show off,to be successful,to show off,to show off his talent,proud,successful,becomes famous,personx is admired,inspired,capable[SEP]It was a wonderful illustration of the inspiration that made him great.","to learn about it,to learn about the inspiration,to show off,to be successful,to show off,to show off his talent,proud,successful,becomes famous,personx is admired,inspired,capable[SEP]It was a wonderful illustration of the role model that made him great.",,,1,empty,empty
777898,top dog,None,EN,"to make a mistake,to hear about the story,to be the best,to show off his skills,to win the game,to get away,satisfied,like a failure,personx is defeated,personx gets into trouble,angry,stupid[SEP]Indeed, when the tale of the sortie was completed, and his losses known, the top dog of the invaders ground his teeth with anger.","to make a mistake,to hear about the story,to be the best,to show off his skills,to win the game,to get away,satisfied,like a failure,personx is defeated,personx gets into trouble,angry,stupid[SEP]Indeed, when the tale of the sortie was completed, and his losses known, the best dog of the invaders ground his teeth with anger.","""But it will not occur again,"" he said to himself.","No doubt he would have hanged them at once, and there was much cause for his vexation.",None,"to make a mistake,to hear about the story,to be the best,to show off his skills,to win the game,to get away,satisfied,like a failure,personx is defeated,personx gets into trouble,angry,stupid[SEP]Indeed, when the tale of the sortie was completed, and his losses known, the leader of the invaders ground his teeth with anger.","to make a mistake,to hear about the story,to be the best,to show off his skills,to win the game,to get away,satisfied,like a failure,personx is defeated,personx gets into trouble,angry,stupid[SEP]Indeed, when the tale of the sortie was completed, and his losses known, the best dog of the invaders ground his teeth with anger."
603788,grandfather clock,None,EN,"to go to bed,to open the door,to have a good time,to go to sleep,to go to sleep,to watch the clock,happy,like a fool,goes to sleep,becomes quiet,silent,lazy[SEP]The grandfather clock was striking nine, but all was quiet as midnight; not a soul stirring, not a light in the parsonage windows that he could see.","to go to bed,to open the door,to have a good time,to go to sleep,to go to sleep,to watch the clock,happy,like a fool,goes to sleep,becomes quiet,silent,lazy[SEP]The granddad clock was striking nine, but all was quiet as midnight; not a soul stirring, not a light in the parsonage windows that he could see.",,"""Lucky it's a dark night; this fine wind will fan the flame nicely,"" he repeated to himself.",None,"to go to bed,to open the door,to have a good time,to go to sleep,to go to sleep,to watch the clock,happy,like a fool,goes to sleep,becomes quiet,silent,lazy[SEP]The clock was striking nine, but all was quiet as midnight; not a soul stirring, not a light in the parsonage windows that he could see.","to go to bed,to open the door,to have a good time,to go to sleep,to go to sleep,to watch the clock,happy,like a fool,goes to sleep,becomes quiet,silent,lazy[SEP]The granddad clock was striking nine, but all was quiet as midnight; not a soul stirring, not a light in the parsonage windows that he could see."
626410,grandfather clock,None,EN,"to hear the tick,to hear a ticking clock,to be heard,to know the time,to be heard,to have a quiet time,happy,like a grandfather,personx is silent,becomes bored,silent,daring[SEP]There was a huge grandfather clock in one of the corners, whose loud tick filled up every interval of silence.","to hear the tick,to hear a ticking clock,to be heard,to know the time,to be heard,to have a quiet time,happy,like a grandfather,personx is silent,becomes bored,silent,daring[SEP]There was a huge granddad clock in one of the corners, whose loud tick filled up every interval of silence.",,after which I sat still and awaited developments.,None,"to hear the tick,to hear a ticking clock,to be heard,to know the time,to be heard,to have a quiet time,happy,like a grandfather,personx is silent,becomes bored,silent,daring[SEP]There was a huge clock in one of the corners, whose loud tick filled up every interval of silence.","to hear the tick,to hear a ticking clock,to be heard,to know the time,to be heard,to have a quiet time,happy,like a grandfather,personx is silent,becomes bored,silent,daring[SEP]There was a huge granddad clock in one of the corners, whose loud tick filled up every interval of silence."
922701,elbow room,None,EN,"to hear something,to hear the roar,to hear something,to hear the music,to enjoy,to go to bed,happy,like a good listener,smiles,personx gets lost,curious,amused[SEP]The roaring in the tunnel was terrific, but at least it meant one thing, and that was that there was space for sound to reverberate.","to hear something,to hear the roar,to hear something,to hear the music,to enjoy,to go to bed,happy,like a good listener,smiles,personx gets lost,curious,amused[SEP]The roaring in the tunnel was terrific, but at least it meant one thing, and that was that there was elbow room for sound to reverberate.","On and on they shot, borne like straws on the surface of the mad torrent.",,1,empty,empty
516336,number crunching,None,EN,"to make a decision,to buy pattern,to make a difference,to show off,to make a mistake,to buy a new pattern,satisfied,lazy,personx gets into trouble,gets yelled at,stupid,unsuccessful[SEP]Paper patterns for somebody twice their size, and bad number crunching of the necessary reductions.","to make a decision,to buy pattern,to make a difference,to show off,to make a mistake,to buy a new pattern,satisfied,lazy,personx gets into trouble,gets yelled at,stupid,unsuccessful[SEP]Paper patterns for somebody twice their size, and bad crunching of the necessary reductions.","Tape-measures round their own waists, and twisted two or three times at the back, which they could not see.",She had seen girls in dresses which they had made themselves.,None,"to make a decision,to buy pattern,to make a difference,to show off,to make a mistake,to buy a new pattern,satisfied,lazy,personx gets into trouble,gets yelled at,stupid,unsuccessful[SEP]Paper patterns for somebody twice their size, and bad calculations of the necessary reductions.","to make a decision,to buy pattern,to make a difference,to show off,to make a mistake,to buy a new pattern,satisfied,lazy,personx gets into trouble,gets yelled at,stupid,unsuccessful[SEP]Paper patterns for somebody twice their size, and bad crunching of the necessary reductions."
376427,melting pot,None,EN,"to know about it,to learn about the culture,to be unique,to make people laugh,to have a good time,to find a new place to live,happy,lonely,smiles,looks at the world,curious,Westernized[SEP]The street scenes presented almost as cosmopolitan an aspect as those at Rangoon, and with quite as varied a mixture of nationality.","to know about it,to learn about the culture,to be unique,to make people laugh,to have a good time,to find a new place to live,happy,lonely,smiles,looks at the world,curious,Westernized[SEP]The street scenes presented almost as cosmopolitan an aspect as those at Rangoon, and with quite as varied a melting pot of nationality.",There was a notable carriage drive of eight miles to Mt.,,1,empty,empty
393961,elbow room,None,EN,"to go to the market,to travel,to make a difference,to have a good life,to make a profit,to see the world,happy,like a good citizen,becomes rich,makes money,independent,lucky[SEP]Similarly, freedom to export colonial produce was granted to American bottoms from the West Indies to the United States.","to go to the market,to travel,to make a difference,to have a good life,to make a profit,to see the world,happy,like a good citizen,becomes rich,makes money,independent,lucky[SEP]Similarly, elbow room to export colonial produce was granted to American bottoms from the West Indies to the United States.",,,1,empty,empty
638396,brass ring,None,EN,"to find a ring,to look for it,to have a good time,to find a way out,to take a break,to find out why,sick,lucky,personx gets sick,goes to sleep,lucky,saddened[SEP]The poignant fumes that came from the open door stirred it, and the sickness was that of a man who sees his great brass ring melt away.","to find a ring,to look for it,to have a good time,to find a way out,to take a break,to find out why,sick,lucky,personx gets sick,goes to sleep,lucky,saddened[SEP]The poignant fumes that came from the open door stirred it, and the sickness was that of a man who sees his great metal ring melt away.",For the moment VB wanted to rebel.,It was not caused by fear of Rhues--of the possibility of an encounter.,None,"to find a ring,to look for it,to have a good time,to find a way out,to take a break,to find out why,sick,lucky,personx gets sick,goes to sleep,lucky,saddened[SEP]The poignant fumes that came from the open door stirred it, and the sickness was that of a man who sees his great prize melt away.","to find a ring,to look for it,to have a good time,to find a way out,to take a break,to find out why,sick,lucky,personx gets sick,goes to sleep,lucky,saddened[SEP]The poignant fumes that came from the open door stirred it, and the sickness was that of a man who sees his great metal ring melt away."
753748,front runner,None,EN,"to be a runner,to think of a way to shock me,to win,to show off,to win the race,to make me laugh,happy,sick,personx sweats from nervousness,personx gets caught,scared,irresponsible[SEP]I am afraid I shall shock you, Cousin David, but a front runner theory of mine is: that only a certain number of people have any souls at all.","to be a runner,to think of a way to shock me,to win,to show off,to win the race,to make me laugh,happy,sick,personx sweats from nervousness,personx gets caught,scared,irresponsible[SEP]I am afraid I shall shock you, Cousin David, but a forepart runner theory of mine is: that only a certain number of people have any souls at all.","I have always maintained that the heathen have no souls.""",And how little we know of our souls.,None,"to be a runner,to think of a way to shock me,to win,to show off,to win the race,to make me laugh,happy,sick,personx sweats from nervousness,personx gets caught,scared,irresponsible[SEP]I am afraid I shall shock you, Cousin David, but a favourite theory of mine is: that only a certain number of people have any souls at all.","to be a runner,to think of a way to shock me,to win,to show off,to win the race,to make me laugh,happy,sick,personx sweats from nervousness,personx gets caught,scared,irresponsible[SEP]I am afraid I shall shock you, Cousin David, but a forepart runner theory of mine is: that only a certain number of people have any souls at all."
229513,small fry,None,EN,"to make a mistake,to think of something to say,to be noticed,to be a good person,to be noticed,to show off their skills,like a failure,self -conscious,is ignored,personx sweats from nervousness,lazy,over-looked[SEP]Most of them took refuge in their committee-rooms; each tries to be over-looked, to be obscure, to appear insignificant or absent.","to make a mistake,to think of something to say,to be noticed,to be a good person,to be noticed,to show off their skills,like a failure,self -conscious,is ignored,personx sweats from nervousness,lazy,over-looked[SEP]Most of them took refuge in their committee-rooms; each tries to be over-looked, to be obscure, to appear small fry or absent.",,,1,empty,empty
830956,small fry,None,EN,"to open the door,go to the airport,to leave,to make a mistake,to go home,to go to the store,happy,lucky,personx gets caught,is arrested,stupid,selfish[SEP]But she pressed on, on into the Customs house, following her little pile of luggage that looked so ludicrously small fry among all the rest.","to open the door,go to the airport,to leave,to make a mistake,to go home,to go to the store,happy,lucky,personx gets caught,is arrested,stupid,selfish[SEP]But she pressed on, on into the Customs house, following her little pile of luggage that looked so ludicrously little fry among all the rest.",The babel here was incessant.,She had an insane longing to rush back to her cabin and hide herself.,None,"to open the door,go to the airport,to leave,to make a mistake,to go home,to go to the store,happy,lucky,personx gets caught,is arrested,stupid,selfish[SEP]But she pressed on, on into the Customs house, following her little pile of luggage that looked so ludicrously insignificant among all the rest.","to open the door,go to the airport,to leave,to make a mistake,to go home,to go to the store,happy,lucky,personx gets caught,is arrested,stupid,selfish[SEP]But she pressed on, on into the Customs house, following her little pile of luggage that looked so ludicrously little fry among all the rest."
397247,heavy cross,None,EN,"to hear something,to find out what it is,to be heard,to not be heard,to be heard,to listen to the music,satisfied,bad,personx cries,loses weight,annoyed,stupid[SEP]""It's a burden o' sorrow, dear, and not fit for young ears to listen to,"" Nancy replied, evasively.","to hear something,to find out what it is,to be heard,to not be heard,to be heard,to listen to the music,satisfied,bad,personx cries,loses weight,annoyed,stupid[SEP]""It's a heavy cross o' sorrow, dear, and not fit for young ears to listen to,"" Nancy replied, evasively.","Jennie, however, was not satisfied, and the next time that Mr. Hyden was in a talkative mood she introduced the subject to him.","Jennie asked, eagerly, for it had often been hinted to her that Nancy McVeigh was not her grandmother.",1,empty,empty
978312,heavy cross,None,EN,"to make a decision,to find a place to live,to be loved,to express his love,to be heard,to make a decision,happy,loved,smiles,makes a mistake,happy,giving[SEP]""To the second he said: 'Since God, who is so good, lays this heavy cross upon you now, he is reserving you for infinite joys hereafter.'","to make a decision,to find a place to live,to be loved,to express his love,to be heard,to make a decision,happy,loved,smiles,makes a mistake,happy,giving[SEP]""To the second he said: 'Since God, who is so good, lays this weighty cross upon you now, he is reserving you for infinite joys hereafter.'",,,None,"to make a decision,to find a place to live,to be loved,to express his love,to be heard,to make a decision,happy,loved,smiles,makes a mistake,happy,giving[SEP]""To the second he said: 'Since God, who is so good, lays this burden upon you now, he is reserving you for infinite joys hereafter.'","to make a decision,to find a place to live,to be loved,to express his love,to be heard,to make a decision,happy,loved,smiles,makes a mistake,happy,giving[SEP]""To the second he said: 'Since God, who is so good, lays this weighty cross upon you now, he is reserving you for infinite joys hereafter.'"
1174122,memory lane,None,EN,"to make a promise,to find a partner,to forget,to be mean,to forget,to make a new friend,satisfied,like a good friend,smiles,loses memory,romantic,brave[SEP]You'll forgive my memory lane shortcomings-- Be tender as of yore And we both will make a promise To henceforth flirt no more.","to make a promise,to find a partner,to forget,to be mean,to forget,to make a new friend,satisfied,like a good friend,smiles,loses memory,romantic,brave[SEP]You'll forgive my retention lane shortcomings-- Be tender as of yore And we both will make a promise To henceforth flirt no more.",,"Ah, what do we reap from flirting But heartaches, mutual pain?",None,"to make a promise,to find a partner,to forget,to be mean,to forget,to make a new friend,satisfied,like a good friend,smiles,loses memory,romantic,brave[SEP]You'll forgive my past shortcomings-- Be tender as of yore And we both will make a promise To henceforth flirt no more.","to make a promise,to find a partner,to forget,to be mean,to forget,to make a new friend,satisfied,like a good friend,smiles,loses memory,romantic,brave[SEP]You'll forgive my retention lane shortcomings-- Be tender as of yore And we both will make a promise To henceforth flirt no more."
153770,baby blues,None,EN,"to be born,to go to the doctor,to have a baby,to be a good child,to have a baby,to be a good parent,happy,like a failure,smiles,looks for baby,lucky,wishful[SEP]They hung over the pretty little waxen miracle as she opened her great baby blues with a silent, mysterious wonder; but, alas!","to be born,to go to the doctor,to have a baby,to be a good child,to have a baby,to be a good parent,happy,like a failure,smiles,looks for baby,lucky,wishful[SEP]They hung over the pretty little waxen miracle as she opened her great depression with a silent, mysterious wonder; but, alas!","all these delicious moments, this artless love of the new baby life, was not for the mother.",,None,"to be born,to go to the doctor,to have a baby,to be a good child,to have a baby,to be a good parent,happy,like a failure,smiles,looks for baby,lucky,wishful[SEP]They hung over the pretty little waxen miracle as she opened her great blue eyes with a silent, mysterious wonder; but, alas!","to be born,to go to the doctor,to have a baby,to be a good child,to have a baby,to be a good parent,happy,like a failure,smiles,looks for baby,lucky,wishful[SEP]They hung over the pretty little waxen miracle as she opened her great depression with a silent, mysterious wonder; but, alas!"
390218,rocket science,None,EN,"to be a rocket scientist,to find out what it is,to be successful,to find out what happened,to learn more,to get a better understanding,accomplished,like a rocket scientist,personx gets a rocket,gets caught,scientific,unintelligent[SEP]So that in those cases it was not a rocket science to obtain control.","to be a rocket scientist,to find out what it is,to be successful,to find out what happened,to learn more,to get a better understanding,accomplished,like a rocket scientist,personx gets a rocket,gets caught,scientific,unintelligent[SEP]So that in those cases it was not a projectile knowledge to obtain control.",,In many cases these Persian walnuts were grown on fruit farms where they also have apples and other fruits.,None,"to be a rocket scientist,to find out what it is,to be successful,to find out what happened,to learn more,to get a better understanding,accomplished,like a rocket scientist,personx gets a rocket,gets caught,scientific,unintelligent[SEP]So that in those cases it was not a difficult problem to obtain control.","to be a rocket scientist,to find out what it is,to be successful,to find out what happened,to learn more,to get a better understanding,accomplished,like a rocket scientist,personx gets a rocket,gets caught,scientific,unintelligent[SEP]So that in those cases it was not a projectile knowledge to obtain control."
304462,baby blues,None,EN,"to hear about it,to think of something to do,to be heard,to be a good citizen,to be heard,to see the world,happy,sad,personx gets a headache,personx is confused,curious,silly[SEP]His vague baby blues were fixed in benign bewilderment upon the Dictator's face.","to hear about it,to think of something to do,to be heard,to be a good citizen,to be heard,to see the world,happy,sad,personx gets a headache,personx is confused,curious,silly[SEP]His vague depression were fixed in benign bewilderment upon the Dictator's face.",Miss Ericson rose; so did her nephew.,He spoke to Miss Ericson; but it was evident that his thoughts were distracted.,None,"to hear about it,to think of something to do,to be heard,to be a good citizen,to be heard,to see the world,happy,sad,personx gets a headache,personx is confused,curious,silly[SEP]His vague blue eyes were fixed in benign bewilderment upon the Dictator's face.","to hear about it,to think of something to do,to be heard,to be a good citizen,to be heard,to see the world,happy,sad,personx gets a headache,personx is confused,curious,silly[SEP]His vague depression were fixed in benign bewilderment upon the Dictator's face."
741658,memory lane,None,EN,"to remember,to learn about something,to remember,to remember more,to remember,to forget about something,happy,glad,smiles,learns something,lucky,responsible[SEP]This is perhaps truer of the recent memory lane than of the immediate present.","to remember,to learn about something,to remember,to remember more,to remember,to forget about something,happy,glad,smiles,learns something,lucky,responsible[SEP]This is perhaps truer of the recent retention lane than of the immediate present.","The motive of the movement has been, in large part, the expediency of each particular step taken.",,None,"to remember,to learn about something,to remember,to remember more,to remember,to forget about something,happy,glad,smiles,learns something,lucky,responsible[SEP]This is perhaps truer of the recent past than of the immediate present.","to remember,to learn about something,to remember,to remember more,to remember,to forget about something,happy,glad,smiles,learns something,lucky,responsible[SEP]This is perhaps truer of the recent retention lane than of the immediate present."
499446,head hunter,None,EN,"to learn about him,to be a missionary,to learn more,to learn about him,to learn more about him,to learn more about the man,happy,loved,smiles,goes to the zoo,interested,proud[SEP]The other missionaries had never seen the head hunter though, of course, they were familiar with his name, and looked at him with great curiosity.","to learn about him,to be a missionary,to learn more,to learn about him,to learn more about him,to learn more about the man,happy,loved,smiles,goes to the zoo,interested,proud[SEP]The other missionaries had never seen the brain hunter though, of course, they were familiar with his name, and looked at him with great curiosity.","The hunter's buckskin garments were wet, torn, and covered with burrs.","They went toward the thicket, and when within a few paces of the man Mr. Wells exclaimed: ""It's the man who guided my party to the village.",None,"to learn about him,to be a missionary,to learn more,to learn about him,to learn more about him,to learn more about the man,happy,loved,smiles,goes to the zoo,interested,proud[SEP]The other missionaries had never seen the hunter though, of course, they were familiar with his name, and looked at him with great curiosity.","to learn about him,to be a missionary,to learn more,to learn about him,to learn more about him,to learn more about the man,happy,loved,smiles,goes to the zoo,interested,proud[SEP]The other missionaries had never seen the brain hunter though, of course, they were familiar with his name, and looked at him with great curiosity."
592858,grandfather clock,None,EN,"to have a clock,to go to the store,to be a hero,to forget,to go home,to go to the doctor,happy,like a failure,goes to sleep,looks at clock,lucky,incompetent[SEP]Before the hall grandfather clock pointed to 9.4, one might have had a double molar drawn, or one's head cut off by the guillotine.","to have a clock,to go to the store,to be a hero,to forget,to go home,to go to the doctor,happy,like a failure,goes to sleep,looks at clock,lucky,incompetent[SEP]Before the hall granddad clock pointed to 9.4, one might have had a double molar drawn, or one's head cut off by the guillotine.",,"Four minutes is not a long space of time, yet it is quite possible for it to seem an age.",None,"to have a clock,to go to the store,to be a hero,to forget,to go home,to go to the doctor,happy,like a failure,goes to sleep,looks at clock,lucky,incompetent[SEP]Before the hall clock pointed to 9.4, one might have had a double molar drawn, or one's head cut off by the guillotine.","to have a clock,to go to the store,to be a hero,to forget,to go home,to go to the doctor,happy,like a failure,goes to sleep,looks at clock,lucky,incompetent[SEP]Before the hall granddad clock pointed to 9.4, one might have had a double molar drawn, or one's head cut off by the guillotine."
55213,melting pot,None,EN,"to make a mistake,to have a reason to be angry,to be heard,to show off his new look,to show off,to get away,happy,embarrased,blushes,personx gets into trouble,angry,annoying[SEP]Mrs. Howard's colour now rose, and with a mixture of indignation and anxiety she pressed both Mr. Supine and Mrs. Holloway to be explicit.","to make a mistake,to have a reason to be angry,to be heard,to show off his new look,to show off,to get away,happy,embarrased,blushes,personx gets into trouble,angry,annoying[SEP]Mrs. Howard's colour now rose, and with a melting pot of indignation and anxiety she pressed both Mr. Supine and Mrs. Holloway to be explicit.",,"""I always, you know, thought the young gentleman very _clever_, ma'am,"" said Mr. Supine, with a malicious emphasis.",1,empty,empty
331310,front runner,None,EN,"to go to court,to find out the truth,to be the king,justice,celebrate,to marry the man of their dreams,happy,embarrassed,personx is arrested,get married,proud,untrustworthy[SEP]Divorce was accordingly pronounced, and with all possible haste the king married his front runner to the appellant with great pomp at Court.","to go to court,to find out the truth,to be the king,justice,celebrate,to marry the man of their dreams,happy,embarrassed,personx is arrested,get married,proud,untrustworthy[SEP]Divorce was accordingly pronounced, and with all possible haste the king married his forepart runner to the appellant with great pomp at Court.",,,None,"to go to court,to find out the truth,to be the king,justice,celebrate,to marry the man of their dreams,happy,embarrassed,personx is arrested,get married,proud,untrustworthy[SEP]Divorce was accordingly pronounced, and with all possible haste the king married his favourite to the appellant with great pomp at Court.","to go to court,to find out the truth,to be the king,justice,celebrate,to marry the man of their dreams,happy,embarrassed,personx is arrested,get married,proud,untrustworthy[SEP]Divorce was accordingly pronounced, and with all possible haste the king married his forepart runner to the appellant with great pomp at Court."
356693,glass ceiling,None,EN,"to see something,to look at the sky,to be heard,to get to the other side of the barrier,to be heard,to get to the other side,accomplished,like a winner,smiles,gets lost,curious,wondering[SEP]Once more she tried to grope across the barrier between the seen and the unseen.","to see something,to look at the sky,to be heard,to get to the other side of the barrier,to be heard,to get to the other side,accomplished,like a winner,smiles,gets lost,curious,wondering[SEP]Once more she tried to grope across the glass ceiling between the seen and the unseen.",What was there after all?,,1,empty,empty
184526,melting pot,None,EN,"to hear the sound,to have heard something,to know the truth,to hear the truth,to learn more,to find out the truth,happy,like a good listener,personx gets a headache,personx gets caught,curious,stupid[SEP]The gentlemen had stood spell-bound, listening to the sound, their faces a melting pot of surprise and credulity.","to hear the sound,to have heard something,to know the truth,to hear the truth,to learn more,to find out the truth,happy,like a good listener,personx gets a headache,personx gets caught,curious,stupid[SEP]The gentlemen had stood spell-bound, listening to the sound, their faces a unfrozen pot of surprise and credulity.","At the words they rushed out with one accord, and the women stole after them with trembling steps and blanched lips.","can DEATH have overtaken your brother?""",None,"to hear the sound,to have heard something,to know the truth,to hear the truth,to learn more,to find out the truth,happy,like a good listener,personx gets a headache,personx gets caught,curious,stupid[SEP]The gentlemen had stood spell-bound, listening to the sound, their faces a mixture of surprise and credulity.","to hear the sound,to have heard something,to know the truth,to hear the truth,to learn more,to find out the truth,happy,like a good listener,personx gets a headache,personx gets caught,curious,stupid[SEP]The gentlemen had stood spell-bound, listening to the sound, their faces a unfrozen pot of surprise and credulity."
644544,closed book,None,EN,"to be a scientist,to go to the library,to know the truth,to be a teacher,to learn more,to find a way out,accomplished,intellectual,goes to jail,goes to church,open,unintelligent[SEP]How the will initiates motion continues in spite of all our advance in psychology, to be as much a closed book as ever.","to be a scientist,to go to the library,to know the truth,to be a teacher,to learn more,to find a way out,accomplished,intellectual,goes to jail,goes to church,open,unintelligent[SEP]How the will initiates motion continues in spite of all our advance in psychology, to be as much a shut book as ever.",Just how sensation is transformed into ideas is a parallel mystery.,,None,"to be a scientist,to go to the library,to know the truth,to be a teacher,to learn more,to find a way out,accomplished,intellectual,goes to jail,goes to church,open,unintelligent[SEP]How the will initiates motion continues in spite of all our advance in psychology, to be as much a mystery as ever.","to be a scientist,to go to the library,to know the truth,to be a teacher,to learn more,to find a way out,accomplished,intellectual,goes to jail,goes to church,open,unintelligent[SEP]How the will initiates motion continues in spite of all our advance in psychology, to be as much a shut book as ever."
574520,brass ring,None,EN,"to find a ring,to find out what the ring is,to be a queen,to have a crown,to show off their ring,to make a ring,happy,grateful,smiles,personx is famous,capable,brave[SEP]But the Queen-Regent were a brass ring indeed!""","to find a ring,to find out what the ring is,to be a queen,to have a crown,to show off their ring,to make a ring,happy,grateful,smiles,personx is famous,capable,brave[SEP]But the Queen-Regent were a metal ring indeed!""","After he had spoken thus freely, Rollo continued to muse, and the Sergeant to watch him.",Your friend the Abbot would gain nothing by her captivity.,None,"to find a ring,to find out what the ring is,to be a queen,to have a crown,to show off their ring,to make a ring,happy,grateful,smiles,personx is famous,capable,brave[SEP]But the Queen-Regent were a prize indeed!""","to find a ring,to find out what the ring is,to be a queen,to have a crown,to show off their ring,to make a ring,happy,grateful,smiles,personx is famous,capable,brave[SEP]But the Queen-Regent were a metal ring indeed!"""
17159,blue blood,None,EN,"to be born,to of had a good time,to be a good person,to succeed,to marry,to marry a woman,lucky,successful,smiles,personx smiles,lucky,a man[SEP]It was my fortune, common to that age, To love a lady fair, of great degree, The which was born of noble parentage.","to be born,to of had a good time,to be a good person,to succeed,to marry,to marry a woman,lucky,successful,smiles,personx smiles,lucky,a man[SEP]It was my fortune, common to that age, To love a lady fair, of great degree, The which was born of blue blood parentage.",And set in highest seat of dignity.,,1,empty,empty
951791,front runner,None,EN,"to go to the market,to be a craftsman,to be the best,to show off his skills,to go to the market,to find a new hobby,happy,good,gets rejected,goes to jail,lucky,brave[SEP]Copper was too yielding to be available for objects in current use; bronze, therefore, was the favourite metal of the Egyptians.","to go to the market,to be a craftsman,to be the best,to show off his skills,to go to the market,to find a new hobby,happy,good,gets rejected,goes to jail,lucky,brave[SEP]Copper was too yielding to be available for objects in current use; bronze, therefore, was the front runner metal of the Egyptians.",,"Also small statuettes of gods were occasionally made in this metal, especially those of Osiris and Anubis.",1,empty,empty
1112060,role model,None,EN,"to be a preacher,to learn how to do it,to be the best,to teach,to show off,to be a leader,proud,like a leader,smiles,gets promoted,proud,a preacher[SEP]When one of the preparers of the way brings his gospel to women, he kindles the role model of the next generation.","to be a preacher,to learn how to do it,to be the best,to teach,to show off,to be a leader,proud,like a leader,smiles,gets promoted,proud,a preacher[SEP]When one of the preparers of the way brings his gospel to women, he kindles the function example of the next generation.",But this fire can only come from the solitary heights--never from the earth-sweet meadows----” He shook his head.,"And then, the women of to-day represent the men of the future.",None,"to be a preacher,to learn how to do it,to be the best,to teach,to show off,to be a leader,proud,like a leader,smiles,gets promoted,proud,a preacher[SEP]When one of the preparers of the way brings his gospel to women, he kindles the inspiration of the next generation.","to be a preacher,to learn how to do it,to be the best,to teach,to show off,to be a leader,proud,like a leader,smiles,gets promoted,proud,a preacher[SEP]When one of the preparers of the way brings his gospel to women, he kindles the function example of the next generation."
103608,silver screen,None,EN,"to go to the office,to go to the store,to have fun,to entertain,to have a good time,to show off their skills,accomplished,like a failure,personx gets into trouble,personx is famous,lucky,independent[SEP]Palaces abound, cut up into offices, flats, rooms, and even silver screen theatres.","to go to the office,to go to the store,to have fun,to entertain,to have a good time,to show off their skills,accomplished,like a failure,personx gets into trouble,personx is famous,lucky,independent[SEP]Palaces abound, cut up into offices, flats, rooms, and even screen theatres.",,"In fact, it is the exception anywhere near the centre of the city to live in a house built less than three centuries ago.",None,"to go to the office,to go to the store,to have fun,to entertain,to have a good time,to show off their skills,accomplished,like a failure,personx gets into trouble,personx is famous,lucky,independent[SEP]Palaces abound, cut up into offices, flats, rooms, and even cinema theatres.","to go to the office,to go to the store,to have fun,to entertain,to have a good time,to show off their skills,accomplished,like a failure,personx gets into trouble,personx is famous,lucky,independent[SEP]Palaces abound, cut up into offices, flats, rooms, and even screen theatres."
826066,head hunter,None,EN,"to be a hunter,to think of something else to do,to show off,to make a difference,to be heard,to get a drink,happy,like a winner,smiles,is complimented,cool,fun[SEP]""You think so,"" the head hunter replied with great coolness.","to be a hunter,to think of something else to do,to show off,to make a difference,to be heard,to get a drink,happy,like a winner,smiles,is complimented,cool,fun[SEP]""You think so,"" the brain hunter replied with great coolness.","The Indian looked at him for a moment in amazement; then he repeated, ""My brother will die tomorrow.""","""Good; my brother will die tomorrow.""",None,"to be a hunter,to think of something else to do,to show off,to make a difference,to be heard,to get a drink,happy,like a winner,smiles,is complimented,cool,fun[SEP]""You think so,"" the hunter replied with great coolness.","to be a hunter,to think of something else to do,to show off,to make a difference,to be heard,to get a drink,happy,like a winner,smiles,is complimented,cool,fun[SEP]""You think so,"" the brain hunter replied with great coolness."
1006338,front runner,None,EN,"to make a plan,to make a decision,to win,to win the game,to win the race,to compete,proud,prepared,personx wins the race,smiles,successful,leader[SEP]I confess that ever since you became my ward this has been my front runner project.","to make a plan,to make a decision,to win,to win the game,to win the race,to compete,proud,prepared,personx wins the race,smiles,successful,leader[SEP]I confess that ever since you became my ward this has been my forepart runner project.",There have been several obstacles; but the most serious ones seem to vanish.,"Do not interrupt me, I beseech you; hear me this once.",None,"to make a plan,to make a decision,to win,to win the game,to win the race,to compete,proud,prepared,personx wins the race,smiles,successful,leader[SEP]I confess that ever since you became my ward this has been my favourite project.","to make a plan,to make a decision,to win,to win the game,to win the race,to compete,proud,prepared,personx wins the race,smiles,successful,leader[SEP]I confess that ever since you became my ward this has been my forepart runner project."
899515,head hunter,None,EN,"to approach the hunter,to find a hunter,to kill,to be alone,to run away,to kill the hunter,accomplished,like a failure,falls down,personx is arrested,aggressive,unlucky[SEP]The other on George Nidiver, Came on with dreadful pace; The hunter stood unarmed And met him face to face.","to approach the hunter,to find a hunter,to kill,to be alone,to run away,to kill the hunter,accomplished,like a failure,falls down,personx is arrested,aggressive,unlucky[SEP]The other on George Nidiver, Came on with dreadful pace; The head hunter stood unarmed And met him face to face.",I say unarmed he stood: Against those frightful paws The rifle-butt or club of wood Could stand no more than straws.,The hunter raised his gun; He knew one charge was all; And through the boy's pursuing foe He sent his only ball.,1,empty,empty
