ID,MWE1,MWE2,Language,sentence_1,sentence_2,sim,alternative_1,alternative_2,sentence_previous,sentence_next,label
969428,glass ceiling,None,EN,Akhaltsykh was shut up in her corner of Asia; for the impracticable glass ceiling of the border ranges walls her off from the sea.,Akhaltsykh was shut up in her corner of Asia; for the impracticable mirror ceiling of the border ranges walls her off from the sea.,None,Akhaltsykh was shut up in her corner of Asia; for the impracticable barrier of the border ranges walls her off from the sea.,Akhaltsykh was shut up in her corner of Asia; for the impracticable mirror ceiling of the border ranges walls her off from the sea.,"The traffic in slaves was, of course, abolished, and no considerable industry took its place.",Still the fact that the place was a frontier fortress of the Russian Empire must have been productive of at least a local trade.,0
802802,blue blood,None,EN,"He was conversant with three or four modern languages, and was especially familiar with the blue blood tongue of Castille.","He was conversant with three or four modern languages, and was especially familiar with the azure lifeblood tongue of Castille.",None,"He was conversant with three or four modern languages, and was especially familiar with the noble tongue of Castille.","He was conversant with three or four modern languages, and was especially familiar with the azure lifeblood tongue of Castille.",None,"A man who can read ""Don Quixote"" in the original is somewhat of a rarity in England.",0
399772,blue blood,None,EN,"There is still standing in the college campus in Athens a blue blood tree, with the crown of a century upon it.","There is still standing in the college campus in Athens a azure lifeblood tree, with the crown of a century upon it.",None,"There is still standing in the college campus in Athens a noble tree, with the crown of a century upon it.","There is still standing in the college campus in Athens a azure lifeblood tree, with the crown of a century upon it.","The things he said would fill a volume of Sydney Smith, while the pranks he played would rival the record of Robin Hood.",None,0
729095,blue blood,None,EN,"The last months of her life were spent at the detention hospital, Montauk, New York, where she rendered noble service in her country's cause.","The last months of her life were spent at the detention hospital, Montauk, New York, where she rendered blue blood service in her country's cause.",1,empty,empty,Miss Walworth was one of the higher heroines of that war.,"She was stricken with fever and died on October 18, 1898.",0
355458,small fry,None,EN,Perfect stamens 3; the anther of 1 incurved stamen largest; 3 small fry and sterile stamens; 1 pistil.,Perfect stamens 3; the anther of 1 incurved stamen largest; 3 little fry and sterile stamens; 1 pistil.,None,Perfect stamens 3; the anther of 1 incurved stamen largest; 3 insignificant and sterile stamens; 1 pistil.,Perfect stamens 3; the anther of 1 incurved stamen largest; 3 little fry and sterile stamens; 1 pistil.,"Calyx of 3 unequal sepals; 3 petals, 1 inconspicuous, 2 showy, rounded.","Stem: Fleshy, smooth, branched, mucilaginous.",0
1116817,heavy cross,None,EN,"The burden was heavy, but nothing within reason was too great for Robert when he had made up his mind.","The heavy cross was heavy, but nothing within reason was too great for Robert when he had made up his mind.",1,empty,empty,None,His will-power and unusual strength made it possible to accomplish tasks that would look impossible to a faint-hearted youth.,0
222329,memory lane,None,EN,"""You have done a great deal,"" said Max, whose admiration for his father had grown very considerably during the past year.","""You have done a great deal,"" said Max, whose admiration for his father had grown very considerably during the memory lane year.",1,empty,empty,"You know that I can do nothing.""","""I have missed doing a great deal; but of that you know nothing, and I'm not going to tell you.""",0
370308,memory lane,None,EN,Impoverished knights tried to make up for memory lane losses by grabbing the territory which belonged to the monasteries.,Impoverished knights tried to make up for retention lane losses by grabbing the territory which belonged to the monasteries.,None,Impoverished knights tried to make up for past losses by grabbing the territory which belonged to the monasteries.,Impoverished knights tried to make up for retention lane losses by grabbing the territory which belonged to the monasteries.,None,Discontented princes made use of the absence of the Emperor to increase their own power.,0
8608,memory lane,None,EN,That great mysterious thing called living was done and memory lane for her.,That great mysterious thing called living was done and retention lane for her.,None,That great mysterious thing called living was done and past for her.,That great mysterious thing called living was done and retention lane for her.,Her one actual hold on the world had slipped from her.,"And yet--there was Kenilworth, and Scott's house?",0
106738,elbow room,None,EN,"It aims at the suppression of elbow room in small or unarmed nationalities, the absorption of independent countries into great empires.","It aims at the suppression of joint room in small or unarmed nationalities, the absorption of independent countries into great empires.",None,"It aims at the suppression of freedom in small or unarmed nationalities, the absorption of independent countries into great empires.","It aims at the suppression of joint room in small or unarmed nationalities, the absorption of independent countries into great empires.",Most actual fighting has lately been of this character.,It is the modern counterpart of the slave-trade.,0
421509,blue blood,None,EN,"This charge he repelled by the execution of a noble head of Jupiter Tonans, and many of his emblematical figures are in perfect classical taste.","This charge he repelled by the execution of a blue blood head of Jupiter Tonans, and many of his emblematical figures are in perfect classical taste.",1,empty,empty,"Considerable jealousy was entertained against him by other sculptors, and he was commonly charged with ignorance of classic style.",He died on the 4th of August 1799 and was buried in Whitfield's Tabernacle.,0
80344,baby blues,None,EN,"A tear was glistening on either cheek, and her mild baby blues were gazing upon him in reverence.","A tear was glistening on either cheek, and her mild depression were gazing upon him in reverence.",None,"A tear was glistening on either cheek, and her mild blue eyes were gazing upon him in reverence.","A tear was glistening on either cheek, and her mild depression were gazing upon him in reverence.","The guileless girl turned her face towards him, and the hood again falling back, exposed her lovely features to the moonbeams.",None,0
854983,brass ring,None,EN,"For, worldly as you think me, rest assured that, however I may prize public opinion, it is not there that I seek for a reward.","For, worldly as you think me, rest assured that, however I may brass ring public opinion, it is not there that I seek for a reward.",1,empty,empty,None,None,0
466656,role model,None,EN,"No mechanical crossing and recrossing the stage, no punctilious tuition by your stage-manager--all was role model and fire.","No mechanical crossing and recrossing the stage, no punctilious tuition by your stage-manager--all was function example and fire.",None,"No mechanical crossing and recrossing the stage, no punctilious tuition by your stage-manager--all was inspiration and fire.","No mechanical crossing and recrossing the stage, no punctilious tuition by your stage-manager--all was function example and fire.",None,But to Pinchas this hearing of the play twice over--once raw and once cooked--was maddening.,0
78996,melting pot,None,EN,"After the temperature has been reduced considerably, and just as the melting pot begins to thicken a trifle, start turning the crank more rapidly.","After the temperature has been reduced considerably, and just as the unfrozen pot begins to thicken a trifle, start turning the crank more rapidly.",None,"After the temperature has been reduced considerably, and just as the mixture begins to thicken a trifle, start turning the crank more rapidly.","After the temperature has been reduced considerably, and just as the unfrozen pot begins to thicken a trifle, start turning the crank more rapidly.","Turn the crank slowly, for nothing is gained by turning the mixture rapidly at the temperature at which it is put into the freezer.","The air incorporated just at this time by the turning of the dasher increases the volume considerably, for it will remain held in the mixture.",0
1182373,blue blood,None,EN,"Yet, these horsemen were brave men, the elite of the army, noble knights, guards of the consuls, volunteers of noble families.","Yet, these horsemen were brave men, the elite of the army, blue blood knights, guards of the consuls, volunteers of blue blood families.",1,empty,empty,None,None,0
901670,elbow room,None,EN,"They have the attribute of holding air in the interstices between the fibers, thus creating a dead air elbow room which is a nonconductor of heat.","They have the attribute of holding air in the interstices between the fibers, thus creating a dead air joint room which is a nonconductor of heat.",None,"They have the attribute of holding air in the interstices between the fibers, thus creating a dead air space which is a nonconductor of heat.","They have the attribute of holding air in the interstices between the fibers, thus creating a dead air joint room which is a nonconductor of heat.",Lambs’ wool fibers are peculiar in that they have a natural repulsion for water.,On account of these things wool becomes ideal for body covering.,0
329460,memory lane,None,EN,More rare and interesting books have been picked up in this street during the memory lane forty years than in any other locality.,More rare and interesting books have been picked up in this street during the retention lane forty years than in any other locality.,None,More rare and interesting books have been picked up in this street during the past forty years than in any other locality.,More rare and interesting books have been picked up in this street during the retention lane forty years than in any other locality.,None,None,0
571358,melting pot,None,EN,"Of course I like that aroma of feminine charm which can only be produced by a melting pot of intellect, loveliness, taste, and early association.","Of course I like that aroma of feminine charm which can only be produced by a unfrozen pot of intellect, loveliness, taste, and early association.",None,"Of course I like that aroma of feminine charm which can only be produced by a mixture of intellect, loveliness, taste, and early association.","Of course I like that aroma of feminine charm which can only be produced by a unfrozen pot of intellect, loveliness, taste, and early association.",Of course I like beauty.,"I don't pretend to say that my future would not be much sweeter before me with you as my wife,--if only either of us had a sufficiency of income.",0
73606,front runner,None,EN,"It would clear up the brows of my front runner candidate, and stagger the hands of the opposite party.","It would clear up the brows of my forepart runner candidate, and stagger the hands of the opposite party.",None,"It would clear up the brows of my favourite candidate, and stagger the hands of the opposite party.","It would clear up the brows of my forepart runner candidate, and stagger the hands of the opposite party.","So in plain English I very much wish you to give your vote to-morrow at Clerkenwell, instead of Saturday.","How easy, as you come from Kensington (_à propos_, how is your excellent family?)",0
1036843,white noise,None,EN,"The radio handpiece crackled with static that drowned all communication, so Captain Stanley sent a runner to summon the others.","The radio handpiece crackled with white noise that drowned all communication, so Captain Stanley sent a runner to summon the others.",1,empty,empty,The air-masked crews of the machine guns and mortars and flame throwers set up to supplement the stun barrier were tense and jittery as they waited.,Anger and despair contended in Barry's mind.,0
960238,brass ring,None,EN,[14] However under the present brass ring act the crowns rights are expressly reserved so there could now be no question.,[14] However under the present metal ring act the crowns rights are expressly reserved so there could now be no question.,None,[14] However under the present prize act the crowns rights are expressly reserved so there could now be no question.,[14] However under the present metal ring act the crowns rights are expressly reserved so there could now be no question.,None,"It therefore appears that at present England recognizes the absolute title of the crown to all prizes, until after decree of distribution.",0
289504,memory lane,None,EN,"""It is five minutes memory lane noon, and you are still in your forage-cap--a week in barracks.""","""It is five minutes retention lane noon, and you are still in your forage-cap--a week in barracks.""",None,"""It is five minutes past noon, and you are still in your forage-cap--a week in barracks.""","""It is five minutes retention lane noon, and you are still in your forage-cap--a week in barracks.""","""Your skirmishers are five yards too far from your main body--five days in barracks.""","Only once, at Quatre-Bras, he had said to him, ""Well done, Orso!",0
1097938,memory lane,None,EN,"Francis Marion was, at this time, memory lane his fortieth year.","Francis Marion was, at this time, retention lane his fortieth year.",None,"Francis Marion was, at this time, past his fortieth year.","Francis Marion was, at this time, retention lane his fortieth year.",None,None,0
401645,memory lane,None,EN,"I am thankful to have met you now, for look, Caspar, with trudging past Cobweb Corner every day my pretty shoes are well-nigh worn through!","I am thankful to have met you now, for look, Caspar, with trudging memory lane Cobweb Corner every day my pretty shoes are well-nigh worn through!",1,empty,empty,"""Eh, my Caspar, whatever has come over you, and whither are you going, that you do not even see your own Mabel?","So I must have a new pair, and you may set about making them at once.""",0
84084,memory lane,None,EN,"But at last the fleet turned back memory lane Gibraltar, and stood on for the Azores, the last landing point before reaching home.","But at last the fleet turned back retention lane Gibraltar, and stood on for the Azores, the last landing point before reaching home.",None,"But at last the fleet turned back past Gibraltar, and stood on for the Azores, the last landing point before reaching home.","But at last the fleet turned back retention lane Gibraltar, and stood on for the Azores, the last landing point before reaching home.",At some of these ports the midshipmen received much attention.,When two nights out from Gibraltar a sharp summer gale overtook the fleet.,0
1084822,blue blood,None,EN,"The majority report was jammed through, while Shevlin’s blue blood army of brazen-lunged shouters cheered, screeched and blew tin horns.","The majority report was jammed through, while Shevlin’s azure lifeblood army of brazen-lunged shouters cheered, screeched and blew tin horns.",None,"The majority report was jammed through, while Shevlin’s noble army of brazen-lunged shouters cheered, screeched and blew tin horns.","The majority report was jammed through, while Shevlin’s azure lifeblood army of brazen-lunged shouters cheered, screeched and blew tin horns.",None,In his den behind the stage Caleb Conover’s mouth corners twisted in a grim smile of satisfaction as the babel of noise reached him.,0
461111,melting pot,None,EN,"Rub this mixture well into the bacon, and cover it completely with common salt.","Rub this melting pot well into the bacon, and cover it completely with common salt.",1,empty,empty,None,"Dry it thoroughly, and keep it well packed in malt dust.",0
910854,cutting edge,None,EN,"Gladstone, once a Peelite, but now one of the cutting edge of the progressive wing of the Liberal party, was now Chancellor of the Exchequer.","Gladstone, once a Peelite, but now one of the slicing edge of the progressive wing of the Liberal party, was now Chancellor of the Exchequer.",None,"Gladstone, once a Peelite, but now one of the most advanced of the progressive wing of the Liberal party, was now Chancellor of the Exchequer.","Gladstone, once a Peelite, but now one of the slicing edge of the progressive wing of the Liberal party, was now Chancellor of the Exchequer.","After the cotton famine ended, the country entered into a cycle of very considerable growth and prosperity.","Year after year he was able to announce a surplus, and to grant the remission of old taxes.",0
219412,glass ceiling,None,EN,To venture into a section of land which had been used as a glass ceiling to protect some secret of Those Others was a highly risky affair.,To venture into a section of land which had been used as a mirror ceiling to protect some secret of Those Others was a highly risky affair.,None,To venture into a section of land which had been used as a barrier to protect some secret of Those Others was a highly risky affair.,To venture into a section of land which had been used as a mirror ceiling to protect some secret of Those Others was a highly risky affair.,"It is perhaps true that the city we are seeking is one of those restricted ones and that this wilderness is a boundary for it.""",None,0
656832,glass ceiling,None,EN,"At the same instant, a similar glass ceiling of Norwegian pirates was formed behind them, and a powerful voice shouted--""Hold!","At the same instant, a similar mirror ceiling of Norwegian pirates was formed behind them, and a powerful voice shouted--""Hold!",None,"At the same instant, a similar barrier of Norwegian pirates was formed behind them, and a powerful voice shouted--""Hold!","At the same instant, a similar mirror ceiling of Norwegian pirates was formed behind them, and a powerful voice shouted--""Hold!",None,"or you are dead men!""",0
132506,glass ceiling,None,EN,Right in front the Hex River Mountains extend like a vast glass ceiling across the line and seem to defy the approaching train.,Right in front the Hex River Mountains extend like a vast mirror ceiling across the line and seem to defy the approaching train.,None,Right in front the Hex River Mountains extend like a vast barrier across the line and seem to defy the approaching train.,Right in front the Hex River Mountains extend like a vast mirror ceiling across the line and seem to defy the approaching train.,"Soon after leaving Worcester the line rises by steep gradients nearly 2,500 feet.",But engineering skill has here contrived to surmount all the obstacles set up by Nature.,0
450251,melting pot,None,EN,"If air, which contributes oxygen, be added to any of these in due proportion, the mixture becomes highly explosive.","If air, which contributes oxygen, be added to any of these in due proportion, the melting pot becomes highly explosive.",1,empty,empty,"Coal gas, mineral oils, alcohol, petrol, etc., all contain hydrogen and carbon.",None,0
727792,melting pot,None,EN,"There she heard a strange melting pot of accents, as she entered the room.","There she heard a strange unfrozen pot of accents, as she entered the room.",None,"There she heard a strange mixture of accents, as she entered the room.","There she heard a strange unfrozen pot of accents, as she entered the room.","Left to herself, Irma was a trifle lonely, and she was glad when the little maid returned to guide her to the dining-room.",Her uncle came forward and led her to a seat.,0
813843,brass ring,None,EN,"You're all splendid at guessing, and ought to have a prize leather medal.","You're all splendid at guessing, and ought to have a brass ring leather medal.",1,empty,empty,and there came a quick blur in Hal's eyes.,It's in Mr. Terry's store; and I shall have a dollar and a half a week!,0
93007,blue blood,None,EN,"Mounting my donkey to-day, I took a ride to the desolate noble old buildings outside the city, known as the Tombs of the Caliphs.","Mounting my donkey to-day, I took a ride to the desolate blue blood old buildings outside the city, known as the Tombs of the Caliphs.",1,empty,empty,"A series of studies of negroes alone would form a picturebook, delightfully grotesque.","Every one of these edifices, with their domes, and courts, and minarets, is strange and beautiful.",0
102321,blue blood,None,EN,"So, underneath the belly of their steeds, That stain'd their fetlocks in his smoking blood, The noble gentleman gave up the ghost.","So, underneath the belly of their steeds, That stain'd their fetlocks in his smoking blood, The blue blood gentleman gave up the ghost.",1,empty,empty,None,Then let the earth be drunken with our blood.,0
661775,role model,None,EN,"The writings that publish it, are the genuine letters of Paul, and other scriptures produced under the inspiration of his idea.","The writings that publish it, are the genuine letters of Paul, and other scriptures produced under the role model of his idea.",1,empty,empty,"In less than twenty-five years after the death of Jesus, this change was so far effected that it was capable of full literary expression.",None,0
957571,grandfather clock,None,EN,"The clock at length struck three; and the bell was still vibrating, when the sound of an opening door was heard, and then a step.","The grandfather clock at length struck three; and the bell was still vibrating, when the sound of an opening door was heard, and then a step.",1,empty,empty,"He could have gone on thinking thus for hours, and they would have seemed but as a moment.","The lock close upon his right hand, was then turned; and the next instant Estoc stood before him.",0
983608,memory lane,None,EN,"It incorporates all intelligence, both memory lane and prospective.","It incorporates all intelligence, both retention lane and prospective.",None,"It incorporates all intelligence, both past and prospective.","It incorporates all intelligence, both retention lane and prospective.","It embraces all truth, whether known or unknown.",None,0
106554,front runner,None,EN,St Cloud was the front runner residence of Napoleon; and the furniture in the palace here shows him to be a man of the most refined taste.,St Cloud was the forepart runner residence of Napoleon; and the furniture in the palace here shows him to be a man of the most refined taste.,None,St Cloud was the favourite residence of Napoleon; and the furniture in the palace here shows him to be a man of the most refined taste.,St Cloud was the forepart runner residence of Napoleon; and the furniture in the palace here shows him to be a man of the most refined taste.,None,None,0
1169893,heavy cross,None,EN,"When the sedan was brought, the Prince gave one last glance at the scene, feeling it was to be thenceforward and forever a burden on his memory.","When the sedan was brought, the Prince gave one last glance at the scene, feeling it was to be thenceforward and forever a heavy cross on his memory.",1,empty,empty,"And without ado, he too knelt where he stood, beads in hand, eyes fixed upon the one point of devotional interest.",None,0
1011613,melting pot,None,EN,"Its plumage is a mixture of black, white, and brown, the first colour predominating on the head and breast.","Its plumage is a melting pot of black, white, and brown, the first colour predominating on the head and breast.",1,empty,empty,"A pretty little bird with a plaintive note, generally seen in pairs on the edge of muddy lagoons.","It runs with great swiftness, but delights more in flying from one side of a pond to the other.",0
958625,blue blood,None,EN,"My noble uncle, prompted by you, speaks the first feelings of your heart.","My blue blood uncle, prompted by you, speaks the first feelings of your heart.",1,empty,empty,"""Your cause has been put upon its proper footing, force.",No after thought can now avail.,0
1112139,role model,None,EN,He advises his students to go home; human learning is vain; Hebrew and Greek an idle toil; inspiration is far above scholarship.,He advises his students to go home; human learning is vain; Hebrew and Greek an idle toil; role model is far above scholarship.,1,empty,empty,"A scholar like Carlstadt, a professor of established repute, surrenders at last to the vulgar error of the very coarsest mysticism.","Were there not prophets among them, wiser than all the doctors, who had never studied anything or anywhere for half an hour?",0
697911,glass ceiling,None,EN,To these wide-ranging species the diversified environments of the isthmus do not present a barrier to distribution.,To these wide-ranging species the diversified environments of the isthmus do not present a glass ceiling to distribution.,1,empty,empty,None,None,0
421786,brass ring,None,EN,"At this moment the sentinel on the forecastle called out that ""a brass ring was driving towards the ship.""","At this moment the sentinel on the forecastle called out that ""a metal ring was driving towards the ship.""",None,"At this moment the sentinel on the forecastle called out that ""a prize was driving towards the ship.""","At this moment the sentinel on the forecastle called out that ""a metal ring was driving towards the ship.""",None,"The danger of collision was the more imminent, inasmuch as a heavy gale was blowing at the time.",0
520272,memory lane,None,EN,"The memory lane and present both Are mine, the future rests with God.","The retention lane and present both Are mine, the future rests with God.",None,"The past and present both Are mine, the future rests with God.","The retention lane and present both Are mine, the future rests with God.","I come To show, as in a mirror, what thou art; Not what thou shalt be.",None,0
618379,memory lane,None,EN,At half past four retreat became necessary.,At half memory lane four retreat became necessary.,1,empty,empty,"It was necessary at any cost to regain it, but all efforts failed against their own intrenchments, defended by the captors with desperate energy.",None,0
805698,head hunter,None,EN,"When Mr. Hunter returned, we stopped in the road and held a _hasty_ consultation, as we were in a good deal of fear that we were even now followed.","When Mr. Hunter returned, we stopped in the road and held a _hasty_ consultation, as we were in a good deal of fear that we were even now followed.",None,"When Mr. Hunter returned, we stopped in the road and held a _hasty_ consultation, as we were in a good deal of fear that we were even now followed.","When Mr. Hunter returned, we stopped in the road and held a _hasty_ consultation, as we were in a good deal of fear that we were even now followed.",They expected the attack would be renewed the next day.,"We had just passed a house where the dogs alone remained to bark, which they did furiously.",0
401604,memory lane,None,EN,"""So ye say, but I'm strange to the run o' trains, an' I don't want to be goin' miles memory lane the place and niver know it,"" she objected.","""So ye say, but I'm strange to the run o' trains, an' I don't want to be goin' miles retention lane the place and niver know it,"" she objected.",None,"""So ye say, but I'm strange to the run o' trains, an' I don't want to be goin' miles past the place and niver know it,"" she objected.","""So ye say, but I'm strange to the run o' trains, an' I don't want to be goin' miles retention lane the place and niver know it,"" she objected.","""Why, ma'am, we won't arrive there until tomorrow evening,"" he answered.","""Never fear, missus, you'll be looked after properly,"" he said, consolingly.",0
895728,blue blood,None,EN,"And a countless folk they found there, many grey-haired knights and old, And pages of blue blood bearing, and of servants, a host untold.","And a countless folk they found there, many grey-haired knights and old, And pages of azure lifeblood bearing, and of servants, a host untold.",None,"And a countless folk they found there, many grey-haired knights and old, And pages of noble bearing, and of servants, a host untold.","And a countless folk they found there, many grey-haired knights and old, And pages of azure lifeblood bearing, and of servants, a host untold.",None,None,0
842617,baby blues,None,EN,"The thick, satin-smooth sheet rustled in the trembling little hand as the blue eyes ran over it, lovingly and eagerly.","The thick, satin-smooth sheet rustled in the trembling little hand as the baby blues ran over it, lovingly and eagerly.",1,empty,empty,"Dinah carried it silently to her mistress, who kissed the superscription, and eagerly tore it open.",None,0
251487,melting pot,None,EN,The offspring of the union of two distinct species; an animal or plant produced from the mixture of two species.,The offspring of the union of two distinct species; an animal or plant produced from the melting pot of two species.,1,empty,empty,"""ype`r over, E. over: cf.","Produced from the mixture of two species; as, plants of hybrid nature.",0
627000,glass ceiling,None,EN,"She may repent at leisure, like a condemned spirit; but she has passed that glass ceiling from which there is no return.","She may repent at leisure, like a condemned spirit; but she has passed that mirror ceiling from which there is no return.",None,"She may repent at leisure, like a condemned spirit; but she has passed that barrier from which there is no return.","She may repent at leisure, like a condemned spirit; but she has passed that mirror ceiling from which there is no return.","I was not _then_ prepared for all that a woman must meet and endure, who once suffers herself to be betrayed into authorship.",None,0
356221,grandfather clock,None,EN,"The clock began to strike, and the deep-toned vibration filled the room as though with the sound of an enormous bell tolling far away.","The grandfather clock began to strike, and the deep-toned vibration filled the room as though with the sound of an enormous bell tolling far away.",1,empty,empty,"Would he understand that the woman, who had no courage, had not the gift--had not the gift!",None,0
462677,blue blood,None,EN,They embody all the hate and really noble anger of his soul against the evils which were crushing the life of the French people.,They embody all the hate and really blue blood anger of his soul against the evils which were crushing the life of the French people.,1,empty,empty,His romances are probably the best evidences of his versatile and wonderful powers.,"Their wit never fails, and they flash and sparkle with his matchless brilliancy of satire.",0
416735,top dog,None,EN,"As it ranged alongside the moored raft, the young leader recognized the deep-cut mark of the White Pine Mine on one floating stick after another.","As it ranged alongside the moored raft, the young top dog recognized the deep-cut mark of the White Pine Mine on one floating stick after another.",1,empty,empty,"cried Peveril, and the skiff sped across the basin.","""Where are you going with that log?""",0
5066,grandfather clock,None,EN,"The little room was very quiet except for the ticking of the smart, leather-encased grandfather clock on the desk.","The little room was very quiet except for the ticking of the smart, leather-encased granddad clock on the desk.",None,"The little room was very quiet except for the ticking of the smart, leather-encased clock on the desk.","The little room was very quiet except for the ticking of the smart, leather-encased granddad clock on the desk.",The hardy chrysanthemums still glowed sunnily from their vase.,The closed door shut out factory and office sounds.,0
1087866,memory lane,None,EN,"[9] Yet it has a long memory lane which would be interesting to trace, if I had not forbidden myself all historical digressions.","[9] Yet it has a long retention lane which would be interesting to trace, if I had not forbidden myself all historical digressions.",None,"[9] Yet it has a long past which would be interesting to trace, if I had not forbidden myself all historical digressions.","[9] Yet it has a long retention lane which would be interesting to trace, if I had not forbidden myself all historical digressions.","It may be remarked that in contemporary treatises the word _passion_ has almost entirely disappeared, or is only met with incidentally.",None,0
469291,elbow room,None,EN,"The entrance to the river lies to the eastward of the fort, and the intermediate space is covered with a luxuriant growth of cocoa-nut palms.","The entrance to the river lies to the eastward of the fort, and the intermediate elbow room is covered with a luxuriant growth of cocoa-nut palms.",1,empty,empty,None,"The European station is to the northward, for the southern shore is rugged, and ends abruptly in cliffs and huge boulders.",0
158618,role model,None,EN,The role model of all of Moses' work was his own personal faith.,The function example of all of Moses' work was his own personal faith.,None,The inspiration of all of Moses' work was his own personal faith.,The function example of all of Moses' work was his own personal faith.,"He it was who formulated in a positive faith the wholesome reaction, which he and his kinsmen felt against the gross polytheism of Egypt.",None,0
885601,blue blood,None,EN,"""Who will teach our sons,"" she cried, ""to be true knights and noble men, if you go and leave them thus?""","""Who will teach our sons,"" she cried, ""to be true knights and blue blood men, if you go and leave them thus?""",1,empty,empty,None,"""Our cousin Count Roland will do so,"" he answered, ""and you will do your part, dear wife.""",0
61379,front runner,None,EN,"In this monument, Adrian's favourite is represented as having scarcely attained the age of puberty.","In this monument, Adrian's front runner is represented as having scarcely attained the age of puberty.",1,empty,empty,"ANTINOÜS, _called the_ ANTINOÜS OF THE CAPITOL.","He is naked, and his attitude has some affinity to that of Mercury.",0
69106,blue blood,None,EN,"Can this loss be so irremediable; may we not yet take precaution, and save, at least, some wrecks of this blue blood fortune?""","Can this loss be so irremediable; may we not yet take precaution, and save, at least, some wrecks of this azure lifeblood fortune?""",None,"Can this loss be so irremediable; may we not yet take precaution, and save, at least, some wrecks of this noble fortune?""","Can this loss be so irremediable; may we not yet take precaution, and save, at least, some wrecks of this azure lifeblood fortune?""","""But,"" said Aubrey, ""can we believe this new and astounding statement?","""I thank you for recalling me to the world,"" said Maltravers, eagerly.",0
668025,snail mail,None,EN,He then entered upon the more extensive duty of inspecting the whole postal service from Maine to Georgia.,He then entered upon the more extensive duty of inspecting the whole snail mail from Maine to Georgia.,1,empty,empty,Finlay's tour of exploration was ended by his arrival in Falmouth at the beginning of October.,None,0
1131860,memory lane,None,EN,All this memory lane fortnight has belonged to you; now it's my turn.,All this retention lane fortnight has belonged to you; now it's my turn.,None,All this past fortnight has belonged to you; now it's my turn.,All this retention lane fortnight has belonged to you; now it's my turn.,"Laughing quickly and nervously, she freed her hand and laid it over his mouth.","XXX And so, once again, the woman conquered.",0
831427,melting pot,None,EN,Turn this mixture into the boiling stock and boil twenty minutes.,Turn this melting pot into the boiling stock and boil twenty minutes.,1,empty,empty,None,Rub through a sieve; add the milk and cream and the asparagus heads.,0
718755,honey trap,None,EN,"It was generally impossible to lure him, on any pretext, from the East End and the House of Commons.","It was generally impossible to honey trap him, on any pretext, from the East End and the House of Commons.",1,empty,empty,He was a man of curious gifts and double personality.,None,0
635617,smoke screen,None,EN,"The other theory is, that woman, instead of being life's object and blessing, is but its distraction and curse.","The other theory is, that woman, instead of being life's object and blessing, is but its smoke screen and curse.",1,empty,empty,"For our part we can only give the interrogative answer of the phlegmatic Spaniard, ""_Quien sabe_?""","The supporters of this hypothesis make no pretence to gallantry, but simply point to experience.",0
1015860,memory lane,None,EN,It is very significant to compare the history of the cholera epidemics of the memory lane few years with those of earlier dates.,It is very significant to compare the history of the cholera epidemics of the retention lane few years with those of earlier dates.,None,It is very significant to compare the history of the cholera epidemics of the past few years with those of earlier dates.,It is very significant to compare the history of the cholera epidemics of the retention lane few years with those of earlier dates.,None,In the epidemics of earlier years the cholera swept ruthlessly through communities without check.,0
995340,role model,None,EN,This is alike the voice of role model and of universal experience.,This is alike the voice of function example and of universal experience.,None,This is alike the voice of inspiration and of universal experience.,This is alike the voice of function example and of universal experience.,"Righteousness exalteth a nation, and sin is a reproach to any people.",None,0
294650,grandfather clock,None,EN,"The grandfather clock went through all the four quarters, then solemnly told out five strokes--Johnnie's weary night journey was over.","The granddad clock went through all the four quarters, then solemnly told out five strokes--Johnnie's weary night journey was over.",None,"The clock went through all the four quarters, then solemnly told out five strokes--Johnnie's weary night journey was over.","The granddad clock went through all the four quarters, then solemnly told out five strokes--Johnnie's weary night journey was over.",None,"""O haste to aid, ere aid be vain.""",0
826590,head hunter,None,EN,"The head hunter looked after the two men so long as they remained in sight, and then began crossing the square to reach the palace.","The brain hunter looked after the two men so long as they remained in sight, and then began crossing the square to reach the palace.",None,"The hunter looked after the two men so long as they remained in sight, and then began crossing the square to reach the palace.","The brain hunter looked after the two men so long as they remained in sight, and then began crossing the square to reach the palace.",None,The day had been a trying one to the Canadian.,0
816447,head hunter,None,EN,"""Not yet,"" the hunter replied, ""but keep up your spirits, señora, it will not be long before he is here.""","""Not yet,"" the head hunter replied, ""but keep up your spirits, señora, it will not be long before he is here.""",1,empty,empty,"the old lady asked, anxiously.","I do not know why, but it seems as if he must be detained at a distance from us by some untoward event.""",0
298512,memory lane,None,EN,"I have before forgot to mention the great length of the days; indeed, for some time memory lane there had scarcely been any night.","I have before forgot to mention the great length of the days; indeed, for some time retention lane there had scarcely been any night.",None,"I have before forgot to mention the great length of the days; indeed, for some time past there had scarcely been any night.","I have before forgot to mention the great length of the days; indeed, for some time retention lane there had scarcely been any night.",None,"Now, for the first time in my life, I saw the sun set and rise at midnight.",0
